SEASON_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,NBA_FANTASY_PTS_RANK_ESPN,NET_ESPN,AVG_NET_ESPN
2022-23,Svi Mykhailiuk,TOR,26.0,384.0,492.0,6.0
2022-23,Zach Collins,SAS,25.0,384.0,492.0,6.0
2022-23,Furkan Korkmaz,PHI,25.0,386.0,491.0,5.99
2022-23,Udonis Haslem,MIA,43.0,388.0,484.0,5.9
2022-23,Dwayne Bacon,ORL,26.0,388.0,484.0,5.9
2022-23,Jalen McDaniels,CHA,25.0,389.0,483.0,5.89
2022-23,Juancho Hernangomez,UTA,27.0,390.0,476.0,5.8
2022-23,Drew Eubanks,POR,26.0,391.0,472.0,5.76
2022-23,Timothe Luwawu-Cabarrot,ATL,28.0,392.0,465.0,5.67
2022-23,Thomas Bryant,WAS,25.0,393.0,462.0,5.63
2022-23,Semi Ojeleye,LAC,28.0,394.0,461.0,5.62
2022-23,Killian Hayes,DET,21.0,394.0,461.0,5.62
2022-23,Ty Jerome,OKC,25.0,396.0,456.0,5.56
